DrugBankID,TargetGene,Action,Relation
DB00738,TRDMT1,other,other
DB00740,SCN5A,inhibitor,inhibits
DB00740,SCN11A,blocker,inhibits
DB00740,SLC7A11,inducer,activates
DB00741,NR3C1,agonist,activates
DB00741,ANXA1,agonist,activates
DB00743,ALB,binder,other
DB00744,ALOX5,inhibitor,inhibits
DB00745,SLC6A3,inhibitor,inhibits
DB00745,ADRA1B,partial agonist,activates
DB00746,APP,nan,other
DB00747,CHRM1,antagonist,inhibits
DB00747,CHRM2,antagonist,inhibits
DB00747,CHRM3,antagonist,inhibits
DB00747,CHRM4,antagonist,inhibits
DB00747,CHRM5,antagonist,inhibits
DB00747,CHRNA4,inhibitor,inhibits
DB00747,CHRNB2,inhibitor,inhibits
DB00747,SI,inhibitor,inhibits
DB00748,HRH1,antagonist,inhibits
DB00749,PTGS2,inhibitor,inhibits
DB00749,PTGS1,inhibitor,inhibits
DB00749,RXRA,other,other
DB00750,SCN5A,inhibitor,inhibits
DB00751,HRH1,antagonist,inhibits
DB00751,HRH2,antagonist,inhibits
DB00751,ADRA1A,unknown,other
DB00751,ADRA2A,unknown,other
DB00751,HTR2A,antagonist,inhibits
DB00751,HTR7,antagonist,inhibits
DB00752,MAOB,inhibitor,inhibits
DB00752,MAOA,inhibitor,inhibits
DB00753,GABRA1,agonist,activates
DB00753,ATP2C1,inhibitor,inhibits
DB00753,GLRA1,agonist,activates
DB00753,GRIA1,antagonist,inhibits
DB00753,KCNA1,inducer,activates
DB00753,GABRA1,positive allosteric modulator,activates
DB00753,ATP5F1D,unknown,other
DB00753,CHRNA4,antagonist,inhibits
DB00753,CHRNB2,antagonist,inhibits
DB00753,CALM1,other/unknown,other
DB00754,SCN5A,inhibitor,inhibits
DB00754,NR1I2,activator,activates
DB00755,RARA,agonist,activates
DB00755,RARB,agonist,activates
DB00755,RARG,agonist,activates
DB00755,RXRB,agonist,activates
DB00755,RXRG,agonist,activates
DB00755,RXRA,agonist,activates
DB00755,CRABP1,binder,other
DB00755,RARRES1,agonist,activates
DB00755,ALDH1A1,substrate,other
DB00755,ALDH1A2,substrate,other
DB00755,GPRC5A,regulator,other
DB00755,LCN1,binder,other
DB00755,OBP2A,binder,other
DB00755,RBP4,binder,other
DB00755,PDK4,upregulator,activates
DB00755,nan,downregulator,inhibits
DB00756,SDHD,inhibitor,inhibits
DB00756,GLUD1,inhibitor,inhibits
DB00756,ESR1,nan,other
DB00757,HTR3A,antagonist,inhibits
DB00758,P2RY12,antagonist,inhibits
DB00759,PRNP,inhibitor,inhibits
DB00759,PADI4,nan,other
DB00761,SLC12A2,nan,other
DB00761,SLC12A1,binder,other
DB00761,SLC12A5,nan,other
DB00761,SLC12A6,nan,other
DB00761,SLC12A7,nan,other
DB00761,SLC12A4,nan,other
DB00762,TOP1MT,inhibitor,inhibits
DB00762,TOP1,inhibitor,inhibits
DB00763,TPO,substrate,other
DB00764,NR3C1,agonist,activates
DB00764,PGR,agonist,activates
DB00765,TH,binder,other
DB00767,HRH1,antagonist,inhibits
DB00767,CHRM4,antagonist,inhibits
DB00767,CHRM1,antagonist,inhibits
DB00767,CHRM5,antagonist,inhibits
DB00767,CHRM2,antagonist,inhibits
DB00767,CHRM3,antagonist,inhibits
DB00768,HRH1,antagonist,inhibits
DB00768,HRH2,antagonist,inhibits
DB00768,HRH3,antagonist,inhibits
DB00768,S100A1,antagonist,inhibits
DB00768,S100A12,antagonist,inhibits
DB00768,S100B,other/unknown,other
DB00768,S100A13,other/unknown,other
DB00768,S100A2,antagonist,inhibits
DB00769,NR3C1,agonist,activates
DB00770,TBXA2R,modulator,other
DB00770,PTGER1,agonist,activates
DB00770,PTGER2,agonist,activates
DB00770,PTGER3,agonist,activates
DB00770,PTGER4,agonist,activates
DB00770,PTGDR2,agonist,activates
DB00771,CHRM1,antagonist,inhibits
DB00772,BCHE,inhibitor,inhibits
DB00772,ACHE,inhibitor,inhibits
DB00773,TOP2A,inhibitor,inhibits
DB00773,TOP2B,inhibitor,inhibits
DB00774,SLC12A1,inhibitor,inhibits
DB00774,CA7,inhibitor,inhibits
DB00774,CA9,inhibitor,inhibits
DB00774,ATP1A1,inducer,activates
DB00774,KCNMA1,inducer,activates
DB00774,CA1,inhibitor,inhibits
DB00774,CA2,inhibitor,inhibits
DB00774,CA4,inhibitor,inhibits
DB00774,CA12,inhibitor,inhibits
DB00775,ITGA2B,antagonist,inhibits
DB00775,ITGB3,antagonist,inhibits
DB00776,SCN11A,blocker,inhibits
DB00776,SCN1A,inhibitor,inhibits
DB00777,HRH1,antagonist,inhibits
DB00777,CHRM1,antagonist,inhibits
DB00777,ADRA1A,antagonist,inhibits
DB00777,DRD2,antagonist,inhibits
DB00777,HTR2A,antagonist,inhibits
DB00777,HTR2C,antagonist,inhibits
DB00778,ABCB1,nan,other
DB00779,TOP2B,inhibitor,inhibits
DB00779,TOP2A,inhibitor,inhibits
DB00780,MAOA,antagonist,inhibits
DB00780,MAOB,antagonist,inhibits
DB00780,AOC3,inhibitor,inhibits
DB00780,ABAT,inhibitor,inhibits
DB00780,GPT,inhibitor,inhibits
DB00780,GPT2,inhibitor,inhibits
DB00780,GAD65,inhibitor,inhibits
DB00782,CHRM1,antagonist,inhibits
DB00783,ESR1,agonist,activates
DB00783,ESR2,agonist,activates
DB00783,NR1I2,binder,other
DB00783,CHRNA4,binder,other
DB00783,GPER1,binder,other
DB00783,MT-ATP6,inhibitor,inhibits
DB00783,BECN1,binder,other
DB00784,PTGS2,inhibitor,inhibits
DB00784,PTGS1,inhibitor,inhibits
DB00785,CHRM2,antagonist,inhibits
DB00785,ADRB1,inhibitor,inhibits
DB00786,MMP1,inhibitor,inhibits
DB00786,MMP2,inhibitor,inhibits
DB00786,MMP3,antagonist,inhibits
DB00786,MMP7,antagonist,inhibits
DB00786,MMP8,inhibitor,inhibits
DB00786,MMP9,inhibitor,inhibits
DB00786,MMP10,antagonist,inhibits
DB00786,MMP11,antagonist,inhibits
DB00786,MMP12,inhibitor,inhibits
DB00786,MMP13,inhibitor,inhibits
DB00786,MMP14,inhibitor,inhibits
DB00786,MMP15,inhibitor,inhibits
DB00786,MMP16,inhibitor,inhibits
DB00786,MMP17,inhibitor,inhibits
DB00786,MMP19,inhibitor,inhibits
DB00786,MMP20,inhibitor,inhibits
DB00786,MMP21,inhibitor,inhibits
DB00786,MMP23B,inhibitor,inhibits
DB00786,MMP24,inhibitor,inhibits
DB00786,MMP25,inhibitor,inhibits
DB00786,MMP26,inhibitor,inhibits
DB00786,MMP27,inhibitor,inhibits
DB00786,MMP28,inhibitor,inhibits
DB00788,PNLIP,inhibitor,inhibits
DB00788,PTGS1,inhibitor,inhibits
DB00788,PTGS2,inhibitor,inhibits
DB00789,PGD,inhibitor,inhibits
DB00790,ACE,inhibitor,inhibits
DB00790,SFRP4,inhibitor,inhibits
DB00792,HRH1,antagonist,inhibits
DB00794,GABRA2,potentiator,activates
DB00794,GABRA3,potentiator,activates
DB00794,GABRA4,potentiator,activates
DB00794,GABRA5,potentiator,activates
DB00794,GABRA6,potentiator,activates
DB00794,GABRA1,positive allosteric modulator,activates
DB00794,GABRA1,potentiator,activates
DB00794,CHRNA4,antagonist,inhibits
DB00794,CHRNA7,antagonist,inhibits
DB00794,GRIA2,antagonist,inhibits
DB00794,GRIK2,antagonist,inhibits
DB00795,ABCG2,inhibitor,inhibits
DB00795,RELB,activator,activates
DB00795,RELA,activator,activates
DB00795,REL,activator,activates
DB00795,ALOX5,inhibitor,inhibits
DB00795,PTGS2,inhibitor,inhibits
DB00795,PTGS1,inhibitor,inhibits
DB00795,ACAT1,inhibitor,inhibits
DB00795,PLA2G1B,antagonist,inhibits
DB00795,IKBKB,inhibitor,inhibits
DB00795,SLC7A11,inhibitor,inhibits
DB00795,NFKB1,inhibitor,inhibits
DB00795,NFKB2,inhibitor,inhibits
DB00795,CHUK,nan,other
DB00795,PPARG,agonist,activates
DB00796,AGTR1,antagonist,inhibits
DB00797,ADRA1A,antagonist,inhibits
DB00797,DRD2,antagonist,inhibits
DB00797,ADRA2A,antagonist,inhibits
DB00797,HRH1,agonist,activates
DB00797,HRH2,agonist,activates
DB00797,ADRA2C,binder,other
DB00797,ADRA2B,binder,other
DB00798,DHFR,nan,other
DB00799,RARA,agonist,activates
DB00799,RXRB,agonist,activates
DB00799,RARG,agonist,activates
DB00799,RARB,agonist,activates
DB00800,DRD5,agonist,activates
DB00800,DRD1,agonist,activates
DB00800,ADRA1B,inhibitor,inhibits
DB00800,ADRA1D,inhibitor,inhibits
DB00800,ADRA1A,inhibitor,inhibits
DB00800,ADRA2B,antagonist,inhibits
DB00800,ADRA2C,antagonist,inhibits
DB00800,ADRA2A,antagonist,inhibits
DB00801,TSPO,modulator,other
DB00801,GABRA1,positive allosteric modulator,activates
DB00801,GABRA1,ligand,other
DB00802,OPRM1,agonist,activates
DB00804,CHRM1,antagonist,inhibits
DB00804,CHRM3,antagonist,inhibits
DB00804,CHRM2,antagonist,inhibits
DB00805,MAOA,inhibitor,inhibits
DB00805,HTR2B,antagonist,inhibits
DB00805,HTR2A,antagonist,inhibits
DB00805,HTR2C,antagonist,inhibits
DB00805,ACHE,inhibitor,inhibits
DB00805,SLC6A4,inhibitor,inhibits
DB00805,DRD1,agonist,activates
DB00805,DRD2,agonist,activates
DB00805,CHRM1,agonist,activates
DB00806,ADORA2A,agonist,activates
DB00806,TNF,other/unknown,other
DB00806,NT5E,inhibitor,inhibits
DB00806,ADORA1,nan,other
DB00807,SCN10A,inhibitor,inhibits
DB00808,SLC12A3,inhibitor,inhibits
DB00808,KCNQ1,blocker,inhibits
DB00809,CHRM4,antagonist,inhibits
DB00809,CHRM1,antagonist,inhibits
DB00809,CHRM2,antagonist,inhibits
DB00809,CHRM3,antagonist,inhibits
DB00810,CHRM1,antagonist,inhibits
DB00811,IMPDH1,inhibitor,inhibits
DB00811,IMPDH2,nan,other
DB00812,PTGS1,inhibitor,inhibits
DB00812,PTGS2,inhibitor,inhibits
DB00812,PTGIS,inhibitor,inhibits
DB00813,OPRM1,agonist,activates
DB00813,OPRD1,agonist,activates
DB00813,OPRK1,agonist,activates
DB00813,ABCB1,nan,other
DB00814,PTGS2,inhibitor,inhibits
DB00814,PTGS1,inhibitor,inhibits
DB00815,ALB,binder,other
DB00816,ADRB2,agonist,activates
DB00817,TOP2A,inhibitor,inhibits
DB00817,TOP2B,inhibitor,inhibits
DB00818,GABRB2,potentiator,activates
DB00818,GABRB3,potentiator,activates
DB00818,GABRA1,positive allosteric modulator,activates
DB00818,SCN4A,inhibitor,inhibits
DB00818,SCN2A,inhibitor,inhibits
DB00819,CA1,inhibitor,inhibits
DB00819,CA2,inhibitor,inhibits
DB00819,CA4,inhibitor,inhibits
DB00819,CA12,inhibitor,inhibits
DB00819,CA14,inhibitor,inhibits
DB00819,CA3,inhibitor,inhibits
DB00819,CA7,inhibitor,inhibits
DB00819,AQP1,inhibitor,inhibits
DB00820,PDE5A,inhibitor,inhibits
DB00820,PDE11A,inhibitor,inhibits
DB00820,PDE6G,inhibitor,inhibits
DB00821,PTGS2,inhibitor,inhibits
DB00821,PTGS1,inhibitor,inhibits
DB00822,DBH,inhibitor,inhibits
DB00822,ALDH3A2,inhibitor,inhibits
DB00822,ALDH2,inhibitor,inhibits
DB00823,PGR,agonist,activates
DB00823,ESR1,agonist,activates
DB00824,PDE4B,inhibitor,inhibits
DB00824,NT5E,inhibitor,inhibits
DB00824,ADORA2B,antagonist,inhibits
DB00824,PDE4A,inhibitor,inhibits
DB00824,ADORA1,inhibitor,inhibits
DB00824,ADORA2A,inhibitor,inhibits
DB00824,ADORA3,inhibitor,inhibits
DB00825,TRPM8,inducer,activates
DB00825,TRPA1,inducer,activates
DB00825,TRPV3,inducer,activates
DB00825,CACNA1C,antagonist,inhibits
DB00825,OPRK1,agonist,activates
DB00827,TOP2B,inhibitor,inhibits
DB00827,TOP2A,inhibitor,inhibits
DB00829,TSPO,agonist,activates
DB00829,GABRA1,positive allosteric modulator,activates
DB00829,GABRA1,ligand,other
DB00830,SLC6A2,inhibitor,inhibits
DB00830,SLC6A3,inhibitor,inhibits
DB00831,DRD2,antagonist,inhibits
DB00831,CALM1,inhibitor,inhibits
DB00831,CALM3,inhibitor,inhibits
DB00831,CALM2,inhibitor,inhibits
DB00831,CALY,antagonist,inhibits
DB00831,ADRA1A,antagonist,inhibits
DB00831,TNNC1,nan,other
DB00831,S100A4,inhibitor,inhibits
DB00834,PGR,antagonist,inhibits
DB00834,NR3C1,antagonist,inhibits
DB00834,KLK3,nan,other
DB00834,NR1I2,nan,other
DB00835,HRH1,antagonist,inhibits
DB00835,CHRM1,antagonist,inhibits
DB00835,CHRM2,antagonist,inhibits
DB00835,CHRM3,antagonist,inhibits
DB00835,CHRM4,antagonist,inhibits
DB00835,CHRM5,antagonist,inhibits
DB00836,OPRM1,agonist,activates
DB00836,OPRD1,agonist,activates
DB00836,OPRK1,agonist,activates
DB00836,POMC,modulator,other
DB00836,CACNA1A,blocker,inhibits
DB00836,KCNH2,blocker,inhibits
DB00836,CALM1,inhibitor,inhibits
DB00837,GABBR2,agonist,activates
DB00837,GABRA1,agonist,activates
DB00837,GABBR1,agonist,activates
DB00838,PLA2G1B,inducer,activates
DB00838,NR3C1,agonist,activates
DB00839,ABCC8,blocker,inhibits
DB00839,KCNJ10,blocker,inhibits
DB00841,ADRA1A,agonist,activates
DB00841,ADRB1,agonist,activates
DB00841,ADRB2,agonist,activates
DB00841,ESR1,nan,other
DB00842,GABRA1,positive allosteric modulator,activates
DB00842,TSPO,agonist,activates
DB00842,GABRA1,ligand,other
DB00843,ACHE,inhibitor,inhibits
DB00843,HTR2A,inducer,activates
DB00843,BCHE,inducer,activates
DB00843,NOS1,inhibitor,inhibits
DB00843,TNFAIP6,inhibitor,inhibits
DB00843,IL1B,inhibitor,inhibits
DB00843,NFKB2,inhibitor,inhibits
DB00843,GRIN1,downregulator,inhibits
DB00844,OPRK1,agonist,activates
DB00844,OPRM1,antagonist,inhibits
DB00844,OPRD1,antagonist,inhibits
DB00845,PPARG,modulator,other
DB00845,KCNA3,antagonist,inhibits
DB00846,ESRRA,modulator,other
DB00846,ESRRB,modulator,other
DB00846,ESRRG,modulator,other
DB00846,NR3C1,agonist,activates
DB00847,SST,binder,other
DB00847,NPY2R,other/unknown,other
DB00848,CHRNA3,agonist,activates
DB00848,ALPL,inhibitor,inhibits
DB00848,ALPG,inhibitor,inhibits
DB00849,GABRA2,potentiator,activates
DB00849,GABRA3,potentiator,activates
DB00849,GABRA4,potentiator,activates
DB00849,GABRA5,potentiator,activates
DB00849,GABRA6,potentiator,activates
DB00849,GABRA1,potentiator,activates
DB00849,CHRNA4,antagonist,inhibits
DB00849,CHRNA7,antagonist,inhibits
DB00849,GRIA2,antagonist,inhibits
DB00849,GRIK2,antagonist,inhibits
DB00849,NR1I2,activator,activates
DB00850,DRD2,antagonist,inhibits
DB00850,DRD1,antagonist,inhibits
DB00850,CALM1,inhibitor,inhibits
DB00851,POLA2,other/unknown,other
DB00851,PGD,inhibitor,inhibits
DB00852,SLC6A2,inhibitor,inhibits
DB00852,DRD2,stimulator,activates
DB00852,SLC6A3,inhibitor,inhibits
DB00852,ADRA1A,agonist,activates
DB00852,ADRA2A,agonist,activates
DB00852,SLC6A4,inhibitor,inhibits
DB00852,ADRB2,partial agonist,activates
DB00852,ADRB1,agonist,activates
DB00852,NFATC1,inhibitor,inhibits
DB00852,TNF,inhibitor,inhibits
DB00852,NFKB1,inhibitor,inhibits
DB00852,ATF1,inhibitor,inhibits
DB00852,IL2,inhibitor,inhibits
DB00854,OPRM1,agonist,activates
DB00854,OPRD1,agonist,activates
DB00854,OPRK1,agonist,activates
DB00855,PPOX,modulator,other
DB00855,ALAD,inducer,activates
DB00857,SQLE,inhibitor,inhibits
DB00858,AR,agonist,activates
DB00860,NR3C1,agonist,activates
DB00861,PTGS2,inhibitor,inhibits
DB00861,PTGS1,inhibitor,inhibits
DB00862,PDE5A,inhibitor,inhibits
DB00862,PDE6G,inhibitor,inhibits
DB00862,PDE6H,inhibitor,inhibits
DB00863,HRH2,antagonist,inhibits
DB00863,ACHE,inhibitor,inhibits
DB00864,PPP3CA,inhibitor,inhibits
DB00864,FKBP1A,inhibitor,inhibits
DB00865,SLC18A2,inducer,activates
DB00865,ADRA2A,agonist,activates
DB00865,ADRA1A,agonist,activates
DB00865,SLC6A3,inhibitor,inhibits
DB00866,ADRB1,antagonist,inhibits
DB00866,ADRB2,antagonist,inhibits
DB00866,HTR1A,antagonist,inhibits
DB00866,ADRB3,antagonist,inhibits
DB00867,ADRB2,agonist,activates
DB00867,ADRB1,agonist,activates
DB00867,KCNJ1,activator,activates
DB00867,KCNMA1,activator,activates
DB00867,ATP2C1,inhibitor,inhibits
DB00867,MYLK,inhibitor,inhibits
DB00867,SULT1C4,substrate,other
DB00868,SCN5A,antagonist,inhibits
DB00869,CA2,inhibitor,inhibits
DB00869,CA4,inhibitor,inhibits
DB00869,CA1,inhibitor,inhibits
DB00869,CA3,inhibitor,inhibits
DB00870,PTGS1,inhibitor,inhibits
DB00870,PTGS2,inhibitor,inhibits
DB00871,ADRB2,agonist,activates
DB00871,ADRB3,agonist,activates
DB00871,ADRB1,antagonist,inhibits
DB00872,AVPR1A,antagonist,inhibits
DB00872,AVPR2,antagonist,inhibits
DB14596,ESRRA,modulator,other
DB14596,ESRRB,modulator,other
DB14596,ESRRG,modulator,other
DB14596,NR3C1,agonist,activates
DB00874,GRIN1,antagonist,inhibits
DB00875,DRD2,antagonist,inhibits
DB00875,DRD1,antagonist,inhibits
DB00875,HTR2A,antagonist,inhibits
DB00875,ADRA1A,antagonist,inhibits
DB00875,DRD3,antagonist,inhibits
DB00875,DRD4,antagonist,inhibits
DB00875,HTR2C,antagonist,inhibits
DB00875,CHRM1,antagonist,inhibits
DB00876,AGTR1,antagonist,inhibits
DB00877,MTOR,inhibitor,inhibits
DB00880,SLC12A3,inhibitor,inhibits
DB00880,CA1,inhibitor,inhibits
DB00880,CA2,inhibitor,inhibits
DB00881,ACE,inhibitor,inhibits
DB00882,ESR1,antagonist,inhibits
DB00882,SHBG,nan,other
DB00883,NPR1,agonist,activates
DB00884,FDPS,inhibitor,inhibits
DB00885,HRH1,antagonist,inhibits
DB00886,MME,modulator,other
DB00886,ACE,modulator,other
DB00887,SLC12A1,inhibitor,inhibits
DB00887,SLC12A2,inhibitor,inhibits
DB00887,SLC12A4,inhibitor,inhibits
DB00887,SLC12A5,inhibitor,inhibits
DB00887,CFTR,antagonist,inhibits
DB00889,HTR3A,antagonist,inhibits
DB00890,ESR1,agonist,activates
DB00890,SHBG,nan,other
DB00892,SCN10A,inhibitor,inhibits
DB00893,HBB,activator,activates
DB00893,HBA1,activator,activates
DB00893,FTH1,other,other
DB00893,FTL,other,other
DB00894,CYP19A1,inhibitor,inhibits
DB00895,FCER1G,agonist,activates
DB00895,FCER1A,agonist,activates
DB00896,NR3C1,agonist,activates
DB00896,ESRRA,modulator,other
DB00897,TSPO,modulator,other
DB00897,GABRA1,positive allosteric modulator,activates
DB00897,GABRA1,ligand,other
DB00898,GABRA1,agonist,activates
DB00898,GRIN3A,antagonist,inhibits
DB00898,GLRA1,agonist,activates
DB00898,GLRA2,agonist,activates
DB00898,CACNB1,inhibitor,inhibits
DB00898,HTR3A,nan,other
DB00898,GABRA2,nan,other
DB00898,CHRNA10,nan,other
DB00898,CACNA1C,inhibitor,inhibits
DB00898,GABRA5,nan,other
DB00898,GABRA4,nan,other
DB00898,GABRA3,nan,other
DB00898,GRIA1,nan,other
DB00898,CACNG1,nan,other
DB00898,CHRNA2,nan,other
DB00898,GABRA6,nan,other
DB00898,GRIA2,nan,other
DB00898,GRIA4,nan,other
DB00898,GRIA3,nan,other
DB00898,CHRNA4,nan,other
DB00898,CHRNB2,nan,other
DB00898,KCNJ3,nan,other
DB00898,KCNJ6,nan,other
DB00898,VCAM1,nan,other
DB00898,SLC29A1,nan,other
DB00898,KCNJ5,nan,other
DB00898,CHRNA7,nan,other
DB00898,CHRNA9,nan,other
DB00898,GABRB1,nan,other
DB00898,GABRB3,nan,other
DB00898,GABRB2,nan,other
DB00898,CACNA1S,inhibitor,inhibits
DB00898,CACNA1D,inhibitor,inhibits
DB00898,CHRNB4,nan,other
DB00898,CHRNA3,nan,other
DB00898,CHRNA5,nan,other
DB00898,CHRNA6,nan,other
DB00898,CHRNB3,nan,other
DB00898,GABRG1,nan,other
DB00898,GABRG3,nan,other
DB00898,GABRE,nan,other
DB00898,GABRP,nan,other
DB00898,GABRQ,nan,other
DB00898,GABRD,nan,other
DB00898,SLC29A2,nan,other
DB00898,HTR3E,nan,other
DB00898,HTR3B,nan,other
DB00898,HTR3D,nan,other
DB00898,HTR3C,nan,other
DB00898,CACNG2,nan,other
DB00898,KCNJ9,nan,other
DB00898,L1CAM,nan,other
DB00898,ACHE,activator,activates
DB00898,ADH7,substrate,other
DB00899,OPRM1,agonist,activates
DB00899,OPRD1,agonist,activates
DB00899,OPRK1,agonist,activates
DB00900,PNP,substrate,other
DB00901,ADRB3,modulator,other
DB00901,ADRB2,nan,other
DB00902,HRH1,antagonist,inhibits
DB00903,SLC12A1,inhibitor,inhibits
DB00903,ATP1A1,inhibitor,inhibits
DB00903,LEF1,nan,other
DB00903,GSTP1,inhibitor,inhibits
DB00904,HTR3A,antagonist,inhibits
DB00904,HTR4,agonist,activates
DB00904,OPRM1,other/unknown,other
DB00904,HTR1A,other/unknown,other
DB00904,HTR1B,other/unknown,other
DB00905,PTGFR,agonist,activates
DB00905,PTGER1,agonist,activates
DB00905,PTGER3,agonist,activates
DB00906,SLC6A1,inhibitor,inhibits
DB00907,SLC6A3,inhibitor,inhibits
DB00907,SLC6A2,inhibitor,inhibits
DB00907,SCN1A,inhibitor,inhibits
DB00907,SLC6A4,inhibitor,inhibits
DB00907,CHRM1,antagonist,inhibits
DB00907,CHRM2,antagonist,inhibits
DB00907,SIGMAR1,agonist,activates
DB00907,CES1,binder,other
DB00908,SCN5A,inhibitor,inhibits
DB00908,KCNK1,inhibitor,inhibits
DB00908,KCNK6,inhibitor,inhibits
DB00908,KCNH2,inhibitor,inhibits
DB00908,ADRA1A,antagonist,inhibits
DB00908,ADRA1B,antagonist,inhibits
DB00908,ADRA1D,antagonist,inhibits
DB00909,SCN1A,inhibitor,inhibits
DB00909,SCN2A,inhibitor,inhibits
DB00909,SCN3A,inhibitor,inhibits
DB00909,SCN4A,inhibitor,inhibits
DB00909,SCN5A,inhibitor,inhibits
DB00909,SCN9A,inhibitor,inhibits
DB00909,SCN11A,inhibitor,inhibits
DB00909,SCN1B,inhibitor,inhibits
DB00909,SCN2B,inhibitor,inhibits
DB00909,SCN3B,inhibitor,inhibits
DB00909,SCN4B,inhibitor,inhibits
DB00909,CACNA1G,inhibitor,inhibits
DB00909,CACNA1H,inhibitor,inhibits
DB00909,CACNA1I,inhibitor,inhibits
DB00909,CA1,inhibitor,inhibits
DB00909,CA2,inhibitor,inhibits
DB00909,CA3,inhibitor,inhibits
DB00909,CA4,inhibitor,inhibits
DB00909,CA5A,inhibitor,inhibits
DB00909,CA5B,inhibitor,inhibits
DB00909,CA6,inhibitor,inhibits
DB00909,CA7,inhibitor,inhibits
DB00909,CA8,inhibitor,inhibits
DB00909,CA9,inhibitor,inhibits
DB00909,CA10,inhibitor,inhibits
DB00909,CA11,inhibitor,inhibits
DB00909,CA12,inhibitor,inhibits
DB00909,CA13,inhibitor,inhibits
DB00909,CA14,inhibitor,inhibits
DB00909,MAOB,inhibitor,inhibits
DB00909,MAOA,inhibitor,inhibits
DB00909,GABRA1,binder,other
DB00910,VDR,agonist,activates
DB00912,ABCC9,blocker,inhibits
DB00912,ABCC8,inhibitor,inhibits
DB00912,HRH1,antagonist,inhibits
DB00912,PPARG,agonist,activates
DB00913,OPRM1,agonist,activates
DB00914,PRKAA1,activator,activates
DB00914,PRKAG1,activator,activates
DB00914,PRKAB1,activator,activates
DB00914,KCNJ8,inhibitor,inhibits
DB00915,GRIN3A,antagonist,inhibits
DB00915,DRD2,agonist,activates
DB00915,CHRNA7,antagonist,inhibits
DB00915,CHRNA4,antagonist,inhibits
DB00915,CHRNA3,antagonist,inhibits
DB00917,PTGFR,antagonist,inhibits
DB00917,PTGER2,agonist,activates
DB00917,PTGER1,agonist,activates
DB00917,PTGER3,agonist,activates
DB00917,PTGER4,agonist,activates
DB00917,PTGDR2,agonist,activates
DB00918,HTR1D,agonist,activates
DB00918,HTR1B,agonist,activates
DB00920,HRH1,antagonist,inhibits
DB00920,PGD,inhibitor,inhibits
DB00921,OPRK1,antagonist,inhibits
DB00921,OPRM1,partial agonist,activates
DB00921,OPRD1,antagonist,inhibits
DB00921,OPRL1,nan,other
DB00922,TNNC1,potentiator,activates
DB00922,KCNJ11,inducer,activates
DB00922,KCNJ8,inducer,activates
DB00922,PDE3A,inhibitor,inhibits
DB00924,ADRA2C,antagonist,inhibits
DB00924,HTR2A,antagonist,inhibits
DB00924,HTR2B,antagonist,inhibits
DB00924,HTR2C,antagonist,inhibits
DB00924,HTR6,antagonist,inhibits
DB00924,SLC6A4,inhibitor,inhibits
DB00924,SLC6A2,inhibitor,inhibits
DB00924,HTR7,antagonist,inhibits
DB00924,TLR4,inhibitor,inhibits
DB00924,AOX1,inhibitor,inhibits
DB00925,DRD2,antagonist,inhibits
DB00925,ADRA1A,antagonist,inhibits
DB00925,ADRA2A,antagonist,inhibits
DB00925,ADRA2C,antagonist,inhibits
DB00925,ADRA2B,antagonist,inhibits
DB00925,ADRB2,nan,other
DB00925,ADRA1B,antagonist,inhibits
DB00925,ADRA1D,antagonist,inhibits
DB00925,CALM1,inhibitor,inhibits
DB00926,RARA,agonist,activates
DB00926,RXRA,agonist,activates
DB00926,RARB,agonist,activates
DB00926,RXRG,agonist,activates
DB00926,RXRB,agonist,activates
DB00926,RARG,agonist,activates
DB00927,HRH2,antagonist,inhibits
DB00928,DNMT1,inhibitor,inhibits
DB00929,PTGIR,antagonist,inhibits
DB00929,PTGER3,agonist,activates
DB00929,PTGER2,agonist,activates
DB00929,PTGER1,agonist,activates
DB00929,PTGER4,agonist,activates
DB00933,DRD2,antagonist,inhibits
DB00933,HTR2A,antagonist,inhibits
DB00934,SLC6A2,inhibitor,inhibits
DB00934,HRH1,antagonist,inhibits
DB00934,CHRM1,antagonist,inhibits
DB00934,CHRM2,antagonist,inhibits
DB00934,CHRM3,antagonist,inhibits
DB00934,CHRM4,antagonist,inhibits
DB00934,CHRM5,antagonist,inhibits
DB00934,ADRA1A,antagonist,inhibits
DB00934,HTR2A,binder,other
DB00934,HTR2C,binder,other
DB00934,HTR7,antagonist,inhibits
DB00934,DRD2,binder,other
DB00934,ADRA2A,antagonist,inhibits
DB00935,ADRA1A,partial agonist,activates
