DrugBankID,TargetGene,Action,Relation
DB00518,TUBB4B,inhibitor,inhibits
DB00519,ACE,inhibitor,inhibits
DB00521,ADRB2,antagonist,inhibits
DB00521,ADRB1,antagonist,inhibits
DB00522,HPN,ligand,other
DB00523,RARA,agonist,activates
DB00523,RXRA,agonist,activates
DB00523,RARB,agonist,activates
DB00523,RXRB,agonist,activates
DB00523,RARG,agonist,activates
DB00523,RXRG,agonist,activates
DB00523,IGFBP3,nan,other
DB00523,PSG5,nan,other
DB00523,CYP26C1,nan,other
DB00524,SLC12A3,inhibitor,inhibits
DB00525,SQLE,inhibitor,inhibits
DB00527,SCN5A,inhibitor,inhibits
DB00527,SCN10A,inhibitor,inhibits
DB00527,CALM1,inhibitor,inhibits
DB00528,CACNG1,inhibitor,inhibits
DB00528,CACNA2D1,blocker,inhibits
DB00530,NR1I2,agonist,activates
DB00530,EGFR,antagonist,inhibits
DB00531,NR1I2,nan,other
DB00532,SCN5A,inhibitor,inhibits
DB00532,NR1I2,activator,activates
DB00533,PTGS2,inhibitor,inhibits
DB00533,ELN,other/unknown,other
DB00534,SLC12A1,inducer,activates
DB00534,ALDH5A1,inhibitor,inhibits
DB00535,MPO,inhibitor,inhibits
DB00536,ALDH2,inhibitor,inhibits
DB00536,RNASE1,nan,other
DB00536,DLG4,nan,other
DB00536,GAMT,nan,other
DB00537,TOP2A,inhibitor,inhibits
DB00537,KCNH2,nan,other
DB00539,ESR1,modulator,other
DB00539,SHBG,nan,other
DB00540,SLC6A2,inhibitor,inhibits
DB00540,SLC6A4,inhibitor,inhibits
DB00540,HTR2A,antagonist,inhibits
DB00540,HTR1A,antagonist,inhibits
DB00540,HRH1,antagonist,inhibits
DB00540,ADRA1A,antagonist,inhibits
DB00540,ADRA1D,antagonist,inhibits
DB00540,HTR2C,antagonist,inhibits
DB00540,ADRA1B,antagonist,inhibits
DB00540,ADRA2A,antagonist,inhibits
DB00540,ADRB1,antagonist,inhibits
DB00540,DRD2,antagonist,inhibits
DB00540,PGRMC1,binder,other
DB00540,CHRM1,antagonist,inhibits
DB00541,TUBB,inhibitor,inhibits
DB00541,TUBA4A,inhibitor,inhibits
DB00542,ACE,inhibitor,inhibits
DB00543,SLC6A4,inhibitor,inhibits
DB00543,SLC6A2,inhibitor,inhibits
DB00543,DRD2,antagonist,inhibits
DB00543,DRD1,antagonist,inhibits
DB00543,ADRA2A,antagonist,inhibits
DB00543,ADRA1A,antagonist,inhibits
DB00543,CHRM1,antagonist,inhibits
DB00543,GABRA1,antagonist,inhibits
DB00543,HTR2A,antagonist,inhibits
DB00543,HTR2C,antagonist,inhibits
DB00543,HTR6,antagonist,inhibits
DB00543,HTR7,antagonist,inhibits
DB00543,DRD3,antagonist,inhibits
DB00543,DRD4,antagonist,inhibits
DB00543,HRH1,antagonist,inhibits
DB00543,HTR2B,antagonist,inhibits
DB00543,HTR3A,antagonist,inhibits
DB00543,HTR1A,antagonist,inhibits
DB00543,HTR1B,antagonist,inhibits
DB00543,HRH4,binder,other
DB00543,GABRA1,binder,other
DB00543,SLC6A3,binder,other
DB00544,TERT,other/unknown,other
DB00544,DPYD,inhibitor,inhibits
DB00544,TYMS,other/unknown,other
DB00545,F10,inhibitor,inhibits
DB00545,BCHE,inhibitor,inhibits
DB00545,ACHE,inhibitor,inhibits
DB00546,TSPO,agonist,activates
DB00546,GABRA1,positive allosteric modulator,activates
DB00546,GABRA1,ligand,other
DB00547,ESRRG,modulator,other
DB00547,NR3C1,agonist,activates
DB00547,ESRRB,modulator,other
DB00547,ESRRA,modulator,other
DB00548,SRD5A3,inhibitor,inhibits
DB00548,SRD5A1,inhibitor,inhibits
DB00548,AKR1D1,inhibitor,inhibits
DB00548,SRD5A2,inhibitor,inhibits
DB00548,TYR,inhibitor,inhibits
DB00549,CYSLTR1,antagonist,inhibits
DB00550,DIO1,inhibitor,inhibits
DB00550,TPO,inhibitor,inhibits
DB00551,MMP12,inhibitor,inhibits
DB00552,ADA,inhibitor,inhibits
DB00553,CYP2A6,binder,other
DB00554,PTGS2,inhibitor,inhibits
DB00554,PTGS1,inhibitor,inhibits
DB00555,CACNA1E,inhibitor,inhibits
DB00555,SCN11A,blocker,inhibits
DB00555,SCN1A,inhibitor,inhibits
DB00555,ADORA1,inhibitor,inhibits
DB00555,ADORA2A,inhibitor,inhibits
DB00555,ADRA1A,inhibitor,inhibits
DB00555,ADRA2A,inhibitor,inhibits
DB00555,ADRB1,inhibitor,inhibits
DB00555,DRD1,inhibitor,inhibits
DB00555,DRD2,agonist,activates
DB00555,GABRA1,antagonist,inhibits
DB00555,GABRA1,inhibitor,inhibits
DB00555,HRH1,antagonist,inhibits
DB00555,OPRK1,inhibitor,inhibits
DB00555,CHRNA1,inhibitor,inhibits
DB00555,HTR2A,inhibitor,inhibits
DB00555,HTR3A,inhibitor,inhibits
DB00555,GRIA1,inhibitor,inhibits
DB00557,HRH1,inverse agonist,inhibits
DB00557,KCNH2,inhibitor,inhibits
DB00558,NEU2,inhibitor,inhibits
DB00559,EDNRB,antagonist,inhibits
DB00559,EDNRA,antagonist,inhibits
DB00561,KCNK3,inhibitor,inhibits
DB00561,KCNK9,inhibitor,inhibits
DB00562,SLC12A3,inhibitor,inhibits
DB00562,CA1,inhibitor,inhibits
DB00562,CA2,inhibitor,inhibits
DB00562,CA4,inhibitor,inhibits
DB00562,CA9,inhibitor,inhibits
DB00562,CA12,inhibitor,inhibits
DB00563,TYMS,inhibitor,inhibits
DB00563,SLC19A1,modulator,other
DB00563,SLC46A1,modulator,other
DB00563,ATIC,inhibitor,inhibits
DB00563,DHFR,inhibitor,inhibits
DB00564,SCN1A,inhibitor,inhibits
DB00564,CHRNA4,nan,other
DB00564,NR1I2,activator,activates
DB00565,CHRNA2,antagonist,inhibits
DB00565,CHRNA10,antagonist,inhibits
DB00565,CHRNA1,antagonist,inhibits
DB00565,CHRM2,antagonist,inhibits
DB00568,HRH1,antagonist,inhibits
DB00568,CACNA1C,inhibitor,inhibits
DB00568,CACNA1D,inhibitor,inhibits
DB00568,CACNA1F,inhibitor,inhibits
DB00568,CACNA1S,inhibitor,inhibits
DB00568,CACNA1G,inhibitor,inhibits
DB00568,CACNA1H,inhibitor,inhibits
DB00568,CACNA1I,inhibitor,inhibits
DB00568,DRD2,other/unknown,other
DB00568,DRD1,binder,other
DB00568,CHRM1,binder,other
DB00569,F10,inhibitor,inhibits
DB00569,SERPINC1,potentiator,activates
DB00570,TUBB2A,inhibitor,inhibits
DB00570,TUBA1A,binder,other
DB00570,TUBB,binder,other
DB00570,TUBD1,binder,other
DB00570,TUBG1,binder,other
DB00570,TUBE1,binder,other
DB00570,JUN,other/unknown,other
DB00571,ADRB1,antagonist,inhibits
DB00571,ADRB2,antagonist,inhibits
DB00571,ADRB3,antagonist,inhibits
DB00571,HTR1A,other/unknown,other
DB00571,HTR1B,other/unknown,other
DB00572,CHRM1,antagonist,inhibits
DB00572,CHRM2,antagonist,inhibits
DB00572,CHRM3,antagonist,inhibits
DB00572,CHRM4,antagonist,inhibits
DB00572,CHRM5,antagonist,inhibits
DB00572,GLRA1,antagonist,inhibits
DB00572,CHRNA4,nan,other
DB00572,CHRNB2,nan,other
DB00573,PTGS2,inhibitor,inhibits
DB00573,PTGS1,inhibitor,inhibits
DB00573,PPARA,activator,activates
DB00573,PPARG,nan,other
DB00574,SLC6A4,substrate,other
DB00574,HTR1D,agonist,activates
DB00574,HTR2C,agonist,activates
DB00574,SIGMAR1,antagonist,inhibits
DB00574,HTR2A,agonist,activates
DB00574,HTR2B,agonist,activates
DB00574,HTR1A,agonist,activates
DB00575,AOC3,inhibitor,inhibits
DB00575,ADRA2B,agonist,activates
DB00575,ADRA2C,agonist,activates
DB00575,ADRA2A,agonist,activates
DB00575,ADRA1A,agonist,activates
DB00575,ADRA1B,agonist,activates
DB00575,ADRA1D,agonist,activates
DB00579,SLC6A2,inhibitor,inhibits
DB00579,SLC6A3,inhibitor,inhibits
DB00579,SLC6A4,inhibitor,inhibits
DB00579,SLC18A2,nan,other
DB00580,PTGS2,inhibitor,inhibits
DB00580,CA2,inhibitor,inhibits
DB00580,CA3,inhibitor,inhibits
DB00583,CPT1B,activator,activates
DB00583,XDH,nan,other
DB00583,CES1,nan,other
DB00583,MPO,nan,other
DB00583,CPT1A,activator,activates
DB00583,SLC22A4,nan,other
DB00583,SLC22A5,nan,other
DB00583,CRAT,nan,other
DB00583,SLC25A29,nan,other
DB00583,SLC25A20,nan,other
DB00583,CROT,nan,other
DB00583,CPT2,nan,other
DB00584,ACE,inhibitor,inhibits
DB00585,HRH2,antagonist,inhibits
DB00586,PTGS2,inhibitor,inhibits
DB00586,PTGS1,inhibitor,inhibits
DB00587,CYSLTR1,antagonist,inhibits
DB00588,NR3C1,agonist,activates
DB00588,PGR,agonist,activates
DB00588,PLA2G4A,inhibitor,inhibits
DB00588,NR3C2,antagonist,inhibits
DB00589,DRD2,agonist,activates
DB00589,DRD3,agonist,activates
DB00589,DRD4,agonist,activates
DB00589,HTR2A,agonist,activates
DB00589,HTR2C,agonist,activates
DB00589,DRD1,antagonist,inhibits
DB00589,DRD5,antagonist,inhibits
DB00589,HTR1A,agonist,activates
DB00589,HTR1D,agonist,activates
DB00589,HTR2B,antagonist,inhibits
DB00589,HTR1B,agonist,activates
DB00589,ADRA2A,other/unknown,other
DB00589,ADRA2B,other/unknown,other
DB00589,ADRA2C,other/unknown,other
DB00589,HTR7,nan,other
DB00590,ADRA1A,antagonist,inhibits
DB00590,ADRA1D,antagonist,inhibits
DB00590,KCNH2,inhibitor,inhibits
DB00590,ADRA1B,nan,other
DB00591,NR3C1,agonist,activates
DB00591,ANXA1,inducer,activates
DB00591,ANXA2,inducer,activates
DB00591,ANXA3,inducer,activates
DB00591,ANXA4,inducer,activates
DB00591,ANXA5,inducer,activates
DB00591,PLA2G1B,inhibitor,inhibits
DB00592,GABRB3,agonist,activates
DB00593,CACNA1G,inhibitor,inhibits
DB00594,SCNN1A,inhibitor,inhibits
DB00594,SCNN1B,inhibitor,inhibits
DB00594,SCNN1G,inhibitor,inhibits
DB00594,SCNN1D,inhibitor,inhibits
DB00594,AOC1,inhibitor,inhibits
DB00594,ASIC2,inhibitor,inhibits
DB00594,ASIC1,inhibitor,inhibits
DB00594,SLC9A1,inhibitor,inhibits
DB00594,PLAU,inhibitor,inhibits
DB00596,ESRRA,modulator,other
DB00596,ESRRB,modulator,other
DB00596,ESRRG,modulator,other
DB00596,NR3C1,agonist,activates
DB00598,ADRB1,antagonist,inhibits
DB00598,ADRB2,antagonist,inhibits
DB00598,ADRA1A,antagonist,inhibits
DB00599,GABRA1,potentiator,activates
DB00599,GABRA2,potentiator,activates
DB00599,GABRA3,potentiator,activates
DB00599,GABRA4,potentiator,activates
DB00599,GABRA5,potentiator,activates
DB00599,GABRA6,potentiator,activates
DB00599,CHRNA4,antagonist,inhibits
DB00599,CHRNA7,antagonist,inhibits
DB00599,GRIA2,antagonist,inhibits
DB00599,GRIK2,antagonist,inhibits
DB00599,FAAH,inhibitor,inhibits
DB00599,CHRM3,nan,other
DB00600,TYR,inhibitor,inhibits
DB00603,PGR,agonist,activates
DB00603,ESR1,agonist,activates
DB00603,ABCB1,inhibitor,inhibits
DB00603,GABRA1,inhibitor,inhibits
DB00604,HTR4,agonist,activates
DB00604,HTR3A,agonist,activates
DB00604,HTR2A,agonist,activates
DB00604,KCNH2,inhibitor,inhibits
DB00605,PTGS2,inhibitor,inhibits
DB00605,AKR1B1,inhibitor,inhibits
DB00605,PTGS1,inhibitor,inhibits
DB00605,MAPK3,inhibitor,inhibits
DB00605,PPARD,negative modulator,inhibits
DB00605,PTGDR2,antagonist,inhibits
DB00605,AKR1B10,inhibitor,inhibits
DB00606,FXYD2,inhibitor,inhibits
DB00606,CA1,inhibitor,inhibits
DB00606,CA2,inhibitor,inhibits
DB00606,SFRP4,inhibitor,inhibits
DB00608,ACKR1,modulator,other
DB00608,GSTA2,inhibitor,inhibits
DB00608,TNF,inhibitor,inhibits
DB00608,TLR9,inhibitor,inhibits
DB00608,HMGB1,inhibitor,inhibits
DB00608,GSTM1,inhibitor,inhibits
DB00608,ACE2,modulator,other
DB00609,NFE2L2,inhibitor,inhibits
DB00610,DRD2,agonist,activates
DB00610,ADRA1A,agonist,activates
DB00611,OPRK1,agonist,activates
DB00611,OPRD1,agonist,activates
DB00611,OPRM1,antagonist,inhibits
DB00612,ADRB1,antagonist,inhibits
DB00612,ADRB2,antagonist,inhibits
DB00613,HNMT,inhibitor,inhibits
DB00615,HSP90AA1,other/unknown,other
DB00615,HSP90B1,other/unknown,other
DB00616,MME,inhibitor,inhibits
DB00616,ACE,inhibitor,inhibits
DB00617,CACNA1G,blocker,inhibits
DB00617,CACNA1I,inhibitor,inhibits
DB00618,AVPR2,inhibitor,inhibits
DB00619,BCR,inhibitor,inhibits
DB00619,MCL1,other/unknown,other
DB00619,KIT,antagonist,inhibits
DB00619,RET,inhibitor,inhibits
DB00619,PDGFRA,antagonist,inhibits
DB00619,ABL1,inhibitor,inhibits
DB00619,PDGFRB,antagonist,inhibits
DB00619,NTRK1,antagonist,inhibits
DB00619,CSF1R,antagonist,inhibits
DB00619,DDR1,antagonist,inhibits
DB00619,DDR2,antagonist,inhibits
DB00620,NR3C1,agonist,activates
DB00621,AR,agonist,activates
DB00622,CACNA1C,inhibitor,inhibits
DB00622,CACNB2,inhibitor,inhibits
DB00622,CACNA2D1,inhibitor,inhibits
DB00622,CACNA1D,inhibitor,inhibits
DB00622,PDE1A,inhibitor,inhibits
DB00622,PDE1B,inhibitor,inhibits
DB00622,ADRA1A,antagonist,inhibits
DB00622,ADRA1B,antagonist,inhibits
DB00622,ADRA1D,antagonist,inhibits
DB00622,CHRM1,antagonist,inhibits
DB00622,CHRM2,antagonist,inhibits
DB00622,CHRM3,antagonist,inhibits
DB00622,CHRM4,antagonist,inhibits
DB00622,CHRM5,antagonist,inhibits
DB00622,CACNG1,inhibitor,inhibits
DB00622,CACNA1G,inhibitor,inhibits
DB00622,CACNA1H,inhibitor,inhibits
DB00622,CACNA1I,inhibitor,inhibits
DB00622,CALM1,other/unknown,other
DB00623,HTR1B,modulator,other
DB00623,DRD2,antagonist,inhibits
DB00623,DRD1,antagonist,inhibits
DB00623,AR,nan,other
DB00623,HTR2A,nan,other
DB00623,HTR2C,nan,other
DB00623,CALM1,inhibitor,inhibits
DB00624,AR,agonist,activates
DB00624,ESR1,inhibitor,inhibits
DB00624,NR3C2,ligand,other
DB00626,IDE,inhibitor,inhibits
DB00626,A2M,inhibitor,inhibits
DB00627,HCAR3,agonist,activates
DB00627,DGAT2,inhibitor,inhibits
DB00627,HCAR2,agonist,activates
DB00627,QPRT,binder,other
DB00627,NNMT,binder,other
DB00628,GABRA1,positive allosteric modulator,activates
DB00628,TSPO,modulator,other
DB00628,GABRA1,ligand,other
DB00629,ADRA2A,agonist,activates
DB00629,ADRA2B,binder,other
DB00630,FDPS,inhibitor,inhibits
DB00630,PTPN4,inhibitor,inhibits
DB00630,PTPRS,inhibitor,inhibits
DB00630,PTPRE,inhibitor,inhibits
DB00630,ATP6V1A,inhibitor,inhibits
DB00631,RRM2B,inhibitor,inhibits
DB00631,RRM2,inhibitor,inhibits
DB00631,POLA1,inhibitor,inhibits
DB00631,RRM1,inhibitor,inhibits
DB00633,ADRA2A,agonist,activates
DB00635,NR3C1,agonist,activates
DB00636,PPARA,agonist,activates
DB00636,LPL,activator,activates
DB00637,HRH1,antagonist,inhibits
DB00637,KCNH2,inhibitor,inhibits
DB00637,KCNH1,nan,other
DB00637,MAPT,nan,other
DB00638,INS,modulator,other
DB00640,ADORA1,agonist,activates
DB00640,ADORA2A,agonist,activates
DB00640,ADORA2B,agonist,activates
DB00640,ADORA3,agonist,activates
DB00641,HMGCR,inhibitor,inhibits
DB00641,ITGAL,inhibitory allosteric modulator,inhibits
DB00641,HDAC2,inhibitor,inhibits
DB00642,TYMS,inhibitor,inhibits
DB00642,ATIC,inhibitor,inhibits
DB00642,DHFR,inhibitor,inhibits
DB00642,GART,inhibitor,inhibits
DB00643,TUBA1A,inhibitor,inhibits
DB00643,TUBB4B,inhibitor,inhibits
DB00644,GNRHR,agonist,activates
DB00644,GNRHR2,agonist,activates
DB00645,SCN10A,inhibitor,inhibits
DB00645,SCN5A,blocker,inhibits
DB00647,OPRM1,agonist,activates
DB00647,OPRD1,agonist,activates
DB00647,OPRK1,antagonist,inhibits
DB00647,CES1,nan,other
DB00647,GRIN1,antagonist,inhibits
DB00648,CYP11B1,inducer,activates
DB00648,ESR1,binder,other
DB00648,PGR,nan,other
DB00648,AR,antagonist,inhibits
DB00648,FDX1,unknown,other
DB00650,SLC46A1,modulator,other
DB00650,DHFR,modulator,other
DB00651,PDE4B,inhibitor,inhibits
DB00651,NT5E,inhibitor,inhibits
DB00651,PDE4A,inhibitor,inhibits
DB00651,PDE4C,inhibitor,inhibits
DB00651,PDE4D,inhibitor,inhibits
DB00651,ADORA1,antagonist,inhibits
DB00651,ADORA2A,antagonist,inhibits
DB00652,SIGMAR1,agonist,activates
DB00652,OPRM1,antagonist,inhibits
DB00652,OPRK1,agonist,activates
DB00653,CACNA1C,inhibitor,inhibits
DB00654,PTGFR,agonist,activates
DB00655,ESR1,agonist,activates
DB00655,ESR2,nan,other
DB00655,AR,nan,other
DB00655,CYP19A1,nan,other
DB00655,SHBG,nan,other
DB00656,HTR2A,antagonist,inhibits
DB00656,HTR2C,agonist,activates
DB00656,SLC6A4,inhibitor,inhibits
DB00656,HTR1A,antagonist,inhibits
DB00656,HRH1,antagonist,inhibits
DB00656,ADRA1A,antagonist,inhibits
DB00656,ADRA2A,antagonist,inhibits
DB00657,CHRNA2,antagonist,inhibits
DB00657,CHRNA7,nan,other
DB00657,CHRNA4,nan,other
DB00657,CHRNB2,nan,other
DB00659,GRIN1,antagonist,inhibits
DB00659,GRM5,antagonist,inhibits
DB00659,GABBR1,inhibitor,inhibits
DB00661,CACNA1C,inhibitor,inhibits
DB00661,CACNA1B,inhibitor,inhibits
DB00661,CACNA1A,inhibitor,inhibits
DB00661,KCNJ11,inhibitor,inhibits
DB00661,CACNA1G,inhibitor,inhibits
DB00661,CACNA1H,inhibitor,inhibits
DB00661,KCNH2,inhibitor,inhibits
DB00661,SLC6A4,unknown,other
DB00661,ADRA1A,antagonist,inhibits
DB00661,ADRA1B,antagonist,inhibits
DB00661,ADRA1D,antagonist,inhibits
DB00661,CACNG1,inhibitor,inhibits
DB00661,ABCB1,inhibitor,inhibits
DB00662,DRD2,inhibitor,inhibits
DB00663,NR3C1,agonist,activates
DB00663,ESRRB,modulator,other
DB00663,ESRRG,modulator,other
DB00663,ESRRA,modulator,other
DB00665,AR,antagonist,inhibits
DB00666,GNRHR,agonist,activates
DB00666,GNRHR2,agonist,activates
DB00668,ADRA1A,agonist,activates
DB00668,ADRA1B,agonist,activates
DB00668,ADRB1,agonist,activates
DB00668,ADRB2,agonist,activates
DB00668,ADRA2A,agonist,activates
DB00668,ADRA2B,agonist,activates
DB00668,ADRA1D,antagonist,inhibits
DB00668,TNF,antagonist,inhibits
DB00669,HTR1A,agonist,activates
DB00669,HTR1D,agonist,activates
DB00669,HTR1B,agonist,activates
DB00669,HTR1F,agonist,activates
DB00670,CHRM1,antagonist,inhibits
DB00672,ABCC8,inhibitor,inhibits
DB00672,KCNJ10,blocker,inhibits
DB00673,TACR1,antagonist,inhibits
DB00674,ACHE,inhibitor,inhibits
DB00674,CHRNA7,allosteric modulator,other
DB00674,nan,allosteric modulator,other
DB00674,BCHE,inhibitor,inhibits
DB00675,ESR1,antagonist,inhibits
DB00675,ESR2,antagonist,inhibits
DB00675,PRKCA,inhibitor,inhibits
DB00675,SHBG,inducer,activates
DB00675,EBP,inhibitor,inhibits
DB00675,AR,nan,other
DB00675,KCNH2,inhibitor,inhibits
DB00675,NR1I2,nan,other
DB00675,ESRRG,nan,other
DB00675,MAPK8,modulator,other
DB00676,LIPE,modulator,other
DB00677,ACHE,inhibitor,inhibits
DB00677,BCHE,inhibitor,inhibits
DB00677,TF,nan,other
DB00678,EPOR,stimulator,activates
DB00678,AGTR1,antagonist,inhibits
DB00679,DRD2,antagonist,inhibits
DB00679,DRD1,antagonist,inhibits
DB00679,ADRA1A,antagonist,inhibits
DB00679,ADRA1B,antagonist,inhibits
DB00679,HTR2A,antagonist,inhibits
DB00679,KCNH2,inhibitor,inhibits
DB00680,SCN5A,inhibitor,inhibits
DB00682,VKORC1,inhibitor,inhibits
DB00682,NR1I2,nan,other
DB00683,TSPO,modulator,other
DB00683,GABRA1,positive allosteric modulator,activates
DB00683,GABRA1,ligand,other
DB00683,ADORA2A,potentiator,activates
DB00685,TOP2A,inhibitor,inhibits
DB00686,FGF2,antagonist,inhibits
DB00686,FGF1,antagonist,inhibits
DB00686,FGF4,inhibitor,inhibits
DB00687,AR,inhibitor,inhibits
DB00687,NR3C2,agonist,activates
DB00687,NR3C1,agonist,activates
DB00688,PTGER2,modulator,other
DB00688,IMPDH1,inhibitor,inhibits
DB00688,IMPDH2,inhibitor,inhibits
DB00688,PTS,inhibitor,inhibits
DB00690,TSPO,modulator,other
DB00690,GABRA1,positive allosteric modulator,activates
DB00690,GABRA1,ligand,other
DB00691,ACE,inhibitor,inhibits
DB00692,ADRA1A,antagonist,inhibits
DB00692,DRD2,antagonist,inhibits
DB00692,ADRA2A,antagonist,inhibits
DB00692,KCNJ11,blocker,inhibits
DB00693,SLC22A8,inhibitor,inhibits
DB00693,IGKV2-30,other,other
DB00694,TOP2A,inhibitor,inhibits
DB00694,TOP2B,inhibitor,inhibits
DB00695,SLC12A1,inhibitor,inhibits
DB00695,CA2,inhibitor,inhibits
DB00695,GPR35,agonist,activates
DB00696,HTR1D,agonist,activates
DB00696,HTR1B,agonist,activates
DB00696,HTR2A,agonist,activates
DB00696,ADRA1A,partial agonist,activates
DB00696,ADRA1B,partial agonist,activates
DB00696,ADRA1D,partial agonist,activates
DB00696,DRD2,agonist,activates
DB00696,ADRA2A,partial agonist,activates
DB00696,DRD1,agonist,activates
DB00696,HTR1A,agonist,activates
DB00696,HTR1F,agonist,activates
DB00696,HTR2C,agonist,activates
DB00696,HTR2B,nan,other
DB00696,ADRA2C,nan,other
DB00697,ADRA1A,agonist,activates
DB00697,ADRA2A,agonist,activates
DB00697,NISCH,agonist,activates
DB00699,ADRA1A,antagonist,inhibits
DB00700,NR3C2,antagonist,inhibits
DB00703,CA1,inhibitor,inhibits
DB00703,CA4,inhibitor,inhibits
DB00703,CA2,inhibitor,inhibits
DB00703,CA7,inhibitor,inhibits
DB00703,CA3,inhibitor,inhibits
DB00704,OPRM1,antagonist,inhibits
DB00704,OPRK1,antagonist,inhibits
DB00704,OPRD1,antagonist,inhibits
DB00704,SIGMAR1,nan,other
DB00706,ADRA1A,antagonist,inhibits
DB00706,ADRA1D,antagonist,inhibits
DB00706,ADRA1B,antagonist,inhibits
DB00707,LDLR,other/unknown,other
DB00707,FCGR1A,antagonist,inhibits
DB00708,OPRM1,agonist,activates
DB00708,OPRD1,agonist,activates
DB00708,OPRK1,nan,other
DB00710,GGPS1,inhibitor,inhibits
DB00710,FDPS,inhibitor,inhibits
DB00711,ALOX5,inhibitor,inhibits
DB00711,PTGS1,inhibitor,inhibits
DB00712,PTGS2,inhibitor,inhibits
DB00712,PTGS1,inhibitor,inhibits
DB00713,SLC15A1,nan,other
DB00713,SLC15A2,nan,other
DB00714,DRD4,agonist,activates
DB00714,DRD2,agonist,activates
DB00714,DRD3,agonist,activates
DB00714,DRD5,agonist,activates
DB00714,DRD1,agonist,activates
DB00714,ADRA2C,agonist,activates
DB00714,ADRA2B,agonist,activates
DB00714,HTR1A,agonist,activates
DB00714,HTR2A,agonist,activates
DB00714,HTR2B,agonist,activates
DB00714,HTR2C,agonist,activates
DB00714,ADRA2A,agonist,activates
DB00714,HTR1D,agonist,activates
DB00714,HTR1B,agonist,activates
DB00715,SLC6A4,inhibitor,inhibits
DB00715,SLC6A2,inhibitor,inhibits
DB00715,HTR2A,agonist,activates
DB00715,ADRA1A,binder,other
DB00715,ADRA2A,binder,other
DB00715,ADRB1,inhibitor,inhibits
DB00715,DRD2,other/unknown,other
DB00715,HRH1,inhibitor,inhibits
DB00715,HTR1A,nan,other
DB00715,CHRM1,inhibitor,inhibits
DB00715,HTR2B,agonist,activates
DB00715,DRD1,other/unknown,other
DB00716,CYSLTR1,antagonist,inhibits
DB00716,CYSLTR2,antagonist,inhibits
DB00716,FPR1,antagonist,inhibits
DB00716,PTGDR,unknown,other
DB00716,HSP90AA1,nan,other
DB00717,PGR,agonist,activates
DB00717,AR,agonist,activates
DB00717,NR3C1,agonist,activates
DB00719,HRH1,antagonist,inhibits
DB00720,SLC25A4,inhibitor,inhibits
DB00720,SLC25A5,inhibitor,inhibits
DB00720,SLC25A6,inhibitor,inhibits
DB00721,SCN10A,inhibitor,inhibits
DB00721,GRIN3A,antagonist,inhibits
DB00721,HTR3A,antagonist,inhibits
DB00721,SLC6A3,inhibitor,inhibits
DB00721,CHRNA2,antagonist,inhibits
DB00721,KCNMA1,blocker,inhibits
DB00721,PLA2G4A,inhibitor,inhibits
DB00721,ASPG,inhibitor,inhibits
DB00721,MAOA,inhibitor,inhibits
DB00721,DNMT1,inhibitor,inhibits
DB00721,DNMT3A,inhibitor,inhibits
DB00722,ACE,inhibitor,inhibits
DB00722,REN,inhibitor,inhibits
DB00723,ADRA1A,agonist,activates
DB00723,ADRA1D,binder,other
DB00723,ADRA1B,agonist,activates
DB00724,TLR7,agonist,activates
DB00724,TLR8,agonist,activates
DB00725,CHRM2,antagonist,inhibits
DB00725,CHRM1,antagonist,inhibits
DB00725,CHRM4,antagonist,inhibits
DB00725,CHRM5,antagonist,inhibits
DB00725,CHRM3,antagonist,inhibits
DB00726,SLC6A4,inhibitor,inhibits
DB00726,SLC6A2,inhibitor,inhibits
DB00726,SLC6A3,inhibitor,inhibits
DB00726,HTR2A,agonist,activates
DB00726,HTR1A,antagonist,inhibits
DB00726,ADRA1A,antagonist,inhibits
DB00726,ADRA1B,antagonist,inhibits
DB00726,DRD2,other/unknown,other
DB00726,ADRA2B,other/unknown,other
DB00726,HRH1,antagonist,inhibits
DB00726,HTR2C,antagonist,inhibits
DB00726,HTR3A,binder,other
DB00726,HTR1D,binder,other
DB00726,ADRA2A,antagonist,inhibits
DB00726,DRD1,binder,other
DB00726,ADRB1,binder,other
DB00726,CHRM1,binder,other
DB00727,EGFR,activator,activates
DB00727,GUCY1A1,modulator,other
DB00727,GUCY1B1,modulator,other
DB00727,NPR1,agonist,activates
DB00728,CHRNA2,antagonist,inhibits
DB00728,CHRM2,antagonist,inhibits
DB00728,HTR3A,antagonist,inhibits
DB00731,ABCC8,inhibitor,inhibits
DB00731,PPARG,agonist,activates
DB00732,CHRNA2,antagonist,inhibits
DB00733,ACHE,activator,activates
DB00733,BCHE,activator,activates
DB00734,HTR2A,antagonist,inhibits
DB00734,DRD2,antagonist,inhibits
DB00734,ADRA1B,antagonist,inhibits
DB00734,ADRA2B,antagonist,inhibits
DB00734,ADRA1A,antagonist,inhibits
DB00734,ADRA2C,antagonist,inhibits
DB00734,HRH1,antagonist,inhibits
DB00734,HTR2C,antagonist,inhibits
DB00734,HTR1D,antagonist,inhibits
DB00734,HTR1A,antagonist,inhibits
DB00734,HTR7,antagonist,inhibits
DB00734,DRD1,antagonist,inhibits
DB00735,SQLE,inhibitor,inhibits
DB00736,ATP4A,inhibitor,inhibits
DB00736,ATP4B,modulator,other
DB00736,DDAH1,nan,other
DB00737,HRH1,antagonist,inhibits
DB00737,NR1I3,inverse agonist,inhibits
DB00738,TPSAB1,inhibitor,inhibits
