drug,similar_drug,similarity,drug_name,similar_name
DB01392,DB01089,0.61,Yohimbine,Deserpidine
DB01114,DB01620,0.806,Chlorpheniramine,Pheniramine
DB01620,DB01114,0.806,Pheniramine,Chlorpheniramine
DB01114,DB09555,0.814,Chlorpheniramine,Dexchlorpheniramine maleate
DB09555,DB01114,0.814,Dexchlorpheniramine maleate,Chlorpheniramine
DB01126,DB01216,0.638,Dutasteride,Finasteride
DB01216,DB01126,0.638,Finasteride,Dutasteride
DB01129,DB05351,0.719,Rabeprazole,Dexlansoprazole
DB05351,DB01129,0.719,Dexlansoprazole,Rabeprazole
DB01130,DB14543,0.628,Prednicarbate,Hydrocortisone probutate
DB14543,DB01130,0.628,Hydrocortisone probutate,Prednicarbate
DB01130,DB15566,0.622,Prednicarbate,Prednisolone acetate
DB15566,DB01130,0.622,Prednisolone acetate,Prednicarbate
DB01135,DB01226,0.71,Doxacurium,Mivacurium
DB01226,DB01135,0.71,Mivacurium,Doxacurium
DB01160,DB12789,0.852,Dinoprost tromethamine,Dinoprost
DB12789,DB01160,0.852,Dinoprost,Dinoprost tromethamine
DB01161,DB09342,0.674,Chloroprocaine,Propoxycaine
DB09342,DB01161,0.674,Propoxycaine,Chloroprocaine
DB01173,DB01237,0.615,Orphenadrine,Bromodiphenhydramine
DB01237,DB01173,0.615,Bromodiphenhydramine,Orphenadrine
DB01176,DB08936,0.793,Cyclizine,Chlorcyclizine
DB08936,DB01176,0.793,Chlorcyclizine,Cyclizine
DB01183,DB01192,0.729,Naloxone,Oxymorphone
DB01192,DB01183,0.729,Oxymorphone,Naloxone
DB01183,DB06230,0.621,Naloxone,Nalmefene
DB06230,DB01183,0.621,Nalmefene,Naloxone
DB01196,DB13952,0.729,Estramustine,Estradiol acetate
DB13952,DB01196,0.729,Estradiol acetate,Estramustine
DB01196,DB13953,0.672,Estramustine,Estradiol benzoate
DB13953,DB01196,0.672,Estradiol benzoate,Estramustine
DB01199,DB01336,0.623,Tubocurarine,Metocurine
DB01336,DB01199,0.623,Metocurine,Tubocurarine
DB01221,DB11823,1.0,Ketamine,Esketamine
DB11823,DB01221,1.0,Esketamine,Ketamine
DB01222,DB01260,0.729,Budesonide,Desonide
DB01260,DB01222,0.729,Desonide,Budesonide
DB01229,DB01248,0.768,Paclitaxel,Docetaxel
DB01248,DB01229,0.768,Docetaxel,Paclitaxel
DB01229,DB06772,0.712,Paclitaxel,Cabazitaxel
DB06772,DB01229,0.712,Cabazitaxel,Paclitaxel
DB01234,DB11750,0.847,Dexamethasone,Clobetasol
DB11750,DB01234,0.847,Clobetasol,Dexamethasone
DB01234,DB13158,0.636,Dexamethasone,Clobetasone
DB13158,DB01234,0.636,Clobetasone,Dexamethasone
DB01234,DB14649,0.794,Dexamethasone,Dexamethasone acetate
DB14649,DB01234,0.794,Dexamethasone acetate,Dexamethasone
DB01234,DB14669,0.769,Dexamethasone,Betamethasone phosphate
DB14669,DB01234,0.769,Betamethasone phosphate,Dexamethasone
DB01243,DB04815,0.719,Chloroxine,Clioquinol
DB04815,DB01243,0.719,Clioquinol,Chloroxine
DB01246,DB01403,0.738,Alimemazine,Methotrimeprazine
DB01403,DB01246,0.738,Methotrimeprazine,Alimemazine
DB01248,DB06772,0.792,Docetaxel,Cabazitaxel
DB06772,DB01248,0.792,Cabazitaxel,Docetaxel
DB01282,DB09059,0.639,Carbetocin,Atosiban
DB09059,DB01282,0.639,Atosiban,Carbetocin
DB01337,DB01339,0.79,Pancuronium,Vecuronium
DB01339,DB01337,0.79,Vecuronium,Pancuronium
DB01338,DB01339,0.723,Pipecuronium,Vecuronium
DB01339,DB01338,0.723,Vecuronium,Pipecuronium
DB01339,DB04834,0.711,Vecuronium,Rapacuronium
DB04834,DB01339,0.711,Rapacuronium,Vecuronium
DB01351,DB01353,0.6,Amobarbital,Butobarbital
DB01353,DB01351,0.6,Butobarbital,Amobarbital
DB01357,DB04575,0.782,Mestranol,Quinestrol
DB04575,DB01357,0.782,Quinestrol,Mestranol
DB01380,DB14539,0.703,Cortisone acetate,Hydrocortisone acetate
DB14539,DB01380,0.703,Hydrocortisone acetate,Cortisone acetate
DB01393,DB13873,0.614,Bezafibrate,Fenofibric acid
DB13873,DB01393,0.614,Fenofibric acid,Bezafibrate
DB01399,DB11071,0.645,Salsalate,Phenyl salicylate
DB11071,DB01399,0.645,Phenyl salicylate,Salsalate
DB01420,DB13943,0.759,Testosterone propionate,Testosterone cypionate
DB13943,DB01420,0.759,Testosterone cypionate,Testosterone propionate
DB01420,DB13944,0.789,Testosterone propionate,Testosterone enanthate
DB13944,DB01420,0.789,Testosterone enanthate,Testosterone propionate
DB01420,DB13946,0.789,Testosterone propionate,Testosterone undecanoate
DB13946,DB01420,0.789,Testosterone undecanoate,Testosterone propionate
DB01436,DB02300,0.667,Alfacalcidol,Calcipotriol
DB02300,DB01436,0.667,Calcipotriol,Alfacalcidol
DB01576,DB09352,0.6,Dextroamphetamine,Hydroxyamphetamine
DB09352,DB01576,0.6,Hydroxyamphetamine,Dextroamphetamine
DB01586,DB02659,0.778,Ursodeoxycholic acid,Cholic Acid
DB02659,DB01586,0.778,Cholic Acid,Ursodeoxycholic acid
DB01586,DB03619,0.61,Ursodeoxycholic acid,Deoxycholic acid
DB03619,DB01586,0.61,Deoxycholic acid,Ursodeoxycholic acid
DB01586,DB05990,0.667,Ursodeoxycholic acid,Obeticholic acid
DB05990,DB01586,0.667,Obeticholic acid,Ursodeoxycholic acid
DB01586,DB06777,1.0,Ursodeoxycholic acid,Chenodeoxycholic acid
DB06777,DB01586,1.0,Chenodeoxycholic acid,Ursodeoxycholic acid
DB01590,DB06287,0.846,Everolimus,Temsirolimus
DB06287,DB01590,0.846,Temsirolimus,Everolimus
DB01620,DB09555,0.659,Pheniramine,Dexchlorpheniramine maleate
DB09555,DB01620,0.659,Dexchlorpheniramine maleate,Pheniramine
DB01621,DB06808,0.688,Pipotiazine,Piperacetazine
DB06808,DB01621,0.688,Piperacetazine,Pipotiazine
DB01708,DB02789,0.612,Prasterone,Pregnenolone
DB02789,DB01708,0.612,Pregnenolone,Prasterone
DB02659,DB03619,0.737,Cholic Acid,Deoxycholic acid
DB03619,DB02659,0.737,Deoxycholic acid,Cholic Acid
DB02659,DB04348,0.708,Cholic Acid,Taurocholic acid
DB04348,DB02659,0.708,Taurocholic acid,Cholic Acid
DB02659,DB06777,0.778,Cholic Acid,Chenodeoxycholic acid
DB06777,DB02659,0.778,Chenodeoxycholic acid,Cholic Acid
DB03017,DB03796,1.0,Lauric acid,Palmitic Acid
DB03796,DB03017,1.0,Palmitic Acid,Lauric acid
DB03017,DB04224,0.739,Lauric acid,Oleic Acid
DB04224,DB03017,0.739,Oleic Acid,Lauric acid
DB03017,DB14104,0.654,Lauric acid,Linoleic acid
DB14104,DB03017,0.654,Linoleic acid,Lauric acid
DB03312,DB13421,0.647,Brivudine,Edoxudine
DB13421,DB03312,0.647,Edoxudine,Brivudine
DB03619,DB06777,0.61,Deoxycholic acid,Chenodeoxycholic acid
DB06777,DB03619,0.61,Chenodeoxycholic acid,Deoxycholic acid
DB03796,DB04224,0.739,Palmitic Acid,Oleic Acid
DB04224,DB03796,0.739,Oleic Acid,Palmitic Acid
DB03796,DB14104,0.654,Palmitic Acid,Linoleic acid
DB14104,DB03796,0.654,Linoleic acid,Palmitic Acid
DB04224,DB06689,0.793,Oleic Acid,Ethanolamine oleate
DB06689,DB04224,0.793,Ethanolamine oleate,Oleic Acid
DB04224,DB14104,0.885,Oleic Acid,Linoleic acid
DB14104,DB04224,0.885,Linoleic acid,Oleic Acid
DB04573,DB12235,0.66,Estriol,Estetrol
DB12235,DB04573,0.66,Estetrol,Estriol
DB04844,DB12161,0.854,Tetrabenazine,Deutetrabenazine
DB12161,DB04844,0.854,Deutetrabenazine,Tetrabenazine
DB04896,DB08918,1.0,Milnacipran,Levomilnacipran
DB08918,DB04896,1.0,Levomilnacipran,Milnacipran
DB05087,DB11859,0.659,Ganaxolone,Brexanolone
DB11859,DB05087,0.659,Brexanolone,Ganaxolone
DB05990,DB06777,0.667,Obeticholic acid,Chenodeoxycholic acid
DB06777,DB05990,0.667,Chenodeoxycholic acid,Obeticholic acid
DB06292,DB09038,0.661,Dapagliflozin,Empagliflozin
DB09038,DB06292,0.661,Empagliflozin,Dapagliflozin
DB06292,DB12236,0.759,Dapagliflozin,Bexagliflozin
DB12236,DB06292,0.759,Bexagliflozin,Dapagliflozin
DB06292,DB12713,0.732,Dapagliflozin,Sotagliflozin
DB12713,DB06292,0.732,Sotagliflozin,Dapagliflozin
DB06689,DB14104,0.719,Ethanolamine oleate,Linoleic acid
DB14104,DB06689,0.719,Linoleic acid,Ethanolamine oleate
DB06691,DB11235,0.769,Mepyramine,Thonzylamine
DB11235,DB06691,0.769,Thonzylamine,Mepyramine
DB06695,DB14726,0.625,Dabigatran etexilate,Dabigatran
DB14726,DB06695,0.625,Dabigatran,Dabigatran etexilate
DB06699,DB06785,0.659,Degarelix,Ganirelix
DB06785,DB06699,0.659,Ganirelix,Degarelix
DB06713,DB09389,0.745,Norelgestromin,Norgestrel
DB09389,DB06713,0.745,Norgestrel,Norelgestromin
DB06774,DB09120,1.0,Capsaicin,Zucapsaicin
DB09120,DB06774,1.0,Zucapsaicin,Capsaicin
DB06788,DB06825,0.814,Histrelin,Triptorelin
DB06825,DB06788,0.814,Triptorelin,Histrelin
DB06791,DB13925,0.636,Lanreotide,Dotatate gallium Ga-68
DB13925,DB06791,0.636,Dotatate gallium Ga-68,Lanreotide
DB06791,DB13985,0.636,Lanreotide,Lutetium Lu 177 dotatate
DB13985,DB06791,0.636,Lutetium Lu 177 dotatate,Lanreotide
DB06791,DB15873,0.621,Lanreotide,Copper oxodotreotide Cu-64
DB15873,DB06791,0.621,Copper oxodotreotide Cu-64,Lanreotide
DB08804,DB13944,0.662,Nandrolone decanoate,Testosterone enanthate
DB13944,DB08804,0.662,Testosterone enanthate,Nandrolone decanoate
DB08804,DB13946,0.662,Nandrolone decanoate,Testosterone undecanoate
DB13946,DB08804,0.662,Testosterone undecanoate,Nandrolone decanoate
DB08899,DB11901,0.605,Enzalutamide,Apalutamide
DB11901,DB08899,0.605,Apalutamide,Enzalutamide
DB08906,DB13867,0.662,Fluticasone furoate,Fluticasone
DB13867,DB08906,0.662,Fluticasone,Fluticasone furoate
DB08916,DB11963,0.602,Afatinib,Dacomitinib
DB11963,DB08916,0.602,Dacomitinib,Afatinib
DB08932,DB15059,0.714,Macitentan,Aprocitentan
DB15059,DB08932,0.714,Aprocitentan,Macitentan
DB09038,DB12236,0.677,Empagliflozin,Bexagliflozin
DB12236,DB09038,0.677,Bexagliflozin,Empagliflozin
DB09048,DB14019,0.671,Netupitant,Fosnetupitant
DB14019,DB09048,0.671,Fosnetupitant,Netupitant
DB09073,DB11730,0.605,Palbociclib,Ribociclib
DB11730,DB09073,0.605,Ribociclib,Palbociclib
DB09091,DB14539,0.767,Tixocortol,Hydrocortisone acetate
DB14539,DB09091,0.767,Hydrocortisone acetate,Tixocortol
DB09091,DB14541,0.676,Tixocortol,Hydrocortisone cypionate
DB14541,DB09091,0.676,Hydrocortisone cypionate,Tixocortol
DB09091,DB14542,0.742,Tixocortol,Hydrocortisone phosphate
DB14542,DB09091,0.742,Hydrocortisone phosphate,Tixocortol
DB09119,DB14575,0.628,Eslicarbazepine acetate,Eslicarbazepine
DB14575,DB09119,0.628,Eslicarbazepine,Eslicarbazepine acetate
DB09124,DB19378,0.776,Medrogestone,Megestrol
DB19378,DB09124,0.776,Megestrol,Medrogestone
DB09148,DB09149,0.714,Florbetaben F-18,Florbetapir F-18
DB09149,DB09148,0.714,Florbetapir F-18,Florbetaben F-18
DB09256,DB09327,0.75,Tegafur,Tegafur-uracil
DB09327,DB09256,0.75,Tegafur-uracil,Tegafur
DB09300,DB11315,0.75,Butylscopolamine,Methscopolamine
DB11315,DB09300,0.75,Methscopolamine,Butylscopolamine
DB09330,DB16390,0.724,Osimertinib,Mobocertinib
DB16390,DB09330,0.724,Mobocertinib,Osimertinib
DB09472,DB13257,0.75,Sodium sulfate,Ferrous sulfate anhydrous
DB13257,DB09472,0.75,Ferrous sulfate anhydrous,Sodium sulfate
DB09552,DB11235,0.609,Thonzonium,Thonzylamine
DB11235,DB09552,0.609,Thonzylamine,Thonzonium
DB11273,DB11274,0.83,Dihydroergocornine,Dihydro-alpha-ergocryptine
DB11274,DB11273,0.83,Dihydro-alpha-ergocryptine,Dihydroergocornine
DB11273,DB11275,0.884,Dihydroergocornine,Epicriptine
DB11275,DB11273,0.884,Epicriptine,Dihydroergocornine
DB11273,DB13345,0.802,Dihydroergocornine,Dihydroergocristine
DB13345,DB11273,0.802,Dihydroergocristine,Dihydroergocornine
DB11274,DB11275,0.813,Dihydro-alpha-ergocryptine,Epicriptine
DB11275,DB11274,0.813,Epicriptine,Dihydro-alpha-ergocryptine
DB11274,DB13345,0.856,Dihydro-alpha-ergocryptine,Dihydroergocristine
DB13345,DB11274,0.856,Dihydroergocristine,Dihydro-alpha-ergocryptine
DB11275,DB13345,0.787,Epicriptine,Dihydroergocristine
DB13345,DB11275,0.787,Dihydroergocristine,Epicriptine
DB11278,DB11587,0.679,DL-Methylephedrine,Etafedrine
DB11587,DB11278,0.679,Etafedrine,DL-Methylephedrine
DB11689,DB11967,0.841,Selumetinib,Binimetinib
DB11967,DB11689,0.841,Binimetinib,Selumetinib
DB11750,DB13158,0.758,Clobetasol,Clobetasone
DB13158,DB11750,0.758,Clobetasone,Clobetasol
DB11750,DB14649,0.781,Clobetasol,Dexamethasone acetate
DB14649,DB11750,0.781,Dexamethasone acetate,Clobetasol
DB11750,DB14669,0.758,Clobetasol,Betamethasone phosphate
DB14669,DB11750,0.758,Betamethasone phosphate,Clobetasol
DB11921,DB15566,0.644,Deflazacort,Prednisolone acetate
DB15566,DB11921,0.644,Prednisolone acetate,Deflazacort
DB12499,DB14540,0.657,Clascoterone,Hydrocortisone butyrate
DB14540,DB12499,0.657,Hydrocortisone butyrate,Clascoterone
DB12499,DB14544,0.647,Clascoterone,Hydrocortisone valerate
DB14544,DB12499,0.647,Hydrocortisone valerate,Clascoterone
DB13925,DB13985,0.982,Dotatate gallium Ga-68,Lutetium Lu 177 dotatate
DB13985,DB13925,0.982,Lutetium Lu 177 dotatate,Dotatate gallium Ga-68
DB13925,DB15494,0.897,Dotatate gallium Ga-68,Edotreotide gallium Ga-68
DB15494,DB13925,0.897,Edotreotide gallium Ga-68,Dotatate gallium Ga-68
DB13925,DB15873,0.956,Dotatate gallium Ga-68,Copper oxodotreotide Cu-64
DB15873,DB13925,0.956,Copper oxodotreotide Cu-64,Dotatate gallium Ga-68
DB13943,DB13944,0.742,Testosterone cypionate,Testosterone enanthate
DB13944,DB13943,0.742,Testosterone enanthate,Testosterone cypionate
DB13943,DB13946,0.742,Testosterone cypionate,Testosterone undecanoate
DB13946,DB13943,0.742,Testosterone undecanoate,Testosterone cypionate
DB13944,DB13946,1.0,Testosterone enanthate,Testosterone undecanoate
DB13946,DB13944,1.0,Testosterone undecanoate,Testosterone enanthate
DB13952,DB13953,0.768,Estradiol acetate,Estradiol benzoate
DB13953,DB13952,0.768,Estradiol benzoate,Estradiol acetate
DB13954,DB13955,0.614,Estradiol cypionate,Estradiol dienanthate
DB13955,DB13954,0.614,Estradiol dienanthate,Estradiol cypionate
DB13954,DB13956,0.77,Estradiol cypionate,Estradiol valerate
DB13956,DB13954,0.77,Estradiol valerate,Estradiol cypionate
DB13955,DB13956,0.762,Estradiol dienanthate,Estradiol valerate
DB13956,DB13955,0.762,Estradiol valerate,Estradiol dienanthate
DB13985,DB15494,0.88,Lutetium Lu 177 dotatate,Edotreotide gallium Ga-68
DB15494,DB13985,0.88,Edotreotide gallium Ga-68,Lutetium Lu 177 dotatate
DB13985,DB15873,0.956,Lutetium Lu 177 dotatate,Copper oxodotreotide Cu-64
DB15873,DB13985,0.956,Copper oxodotreotide Cu-64,Lutetium Lu 177 dotatate
DB14539,DB14541,0.761,Hydrocortisone acetate,Hydrocortisone cypionate
DB14541,DB14539,0.761,Hydrocortisone cypionate,Hydrocortisone acetate
DB14539,DB14542,0.778,Hydrocortisone acetate,Hydrocortisone phosphate
DB14542,DB14539,0.778,Hydrocortisone phosphate,Hydrocortisone acetate
DB14539,DB14543,0.616,Hydrocortisone acetate,Hydrocortisone probutate
DB14543,DB14539,0.616,Hydrocortisone probutate,Hydrocortisone acetate
DB14539,DB15566,0.708,Hydrocortisone acetate,Prednisolone acetate
DB15566,DB14539,0.708,Prednisolone acetate,Hydrocortisone acetate
DB14540,DB14543,0.821,Hydrocortisone butyrate,Hydrocortisone probutate
DB14543,DB14540,0.821,Hydrocortisone probutate,Hydrocortisone butyrate
DB14540,DB14544,0.919,Hydrocortisone butyrate,Hydrocortisone valerate
DB14544,DB14540,0.919,Hydrocortisone valerate,Hydrocortisone butyrate
DB14541,DB14542,0.69,Hydrocortisone cypionate,Hydrocortisone phosphate
DB14542,DB14541,0.69,Hydrocortisone phosphate,Hydrocortisone cypionate
DB14541,DB14543,0.615,Hydrocortisone cypionate,Hydrocortisone probutate
DB14543,DB14541,0.615,Hydrocortisone probutate,Hydrocortisone cypionate
DB14542,DB14631,0.716,Hydrocortisone phosphate,Prednisolone phosphate
DB14631,DB14542,0.716,Prednisolone phosphate,Hydrocortisone phosphate
DB14543,DB14544,0.757,Hydrocortisone probutate,Hydrocortisone valerate
DB14544,DB14543,0.757,Hydrocortisone valerate,Hydrocortisone probutate
DB14631,DB15566,0.781,Prednisolone phosphate,Prednisolone acetate
DB15566,DB14631,0.781,Prednisolone acetate,Prednisolone phosphate
DB14649,DB14669,0.791,Dexamethasone acetate,Betamethasone phosphate
DB14669,DB14649,0.791,Betamethasone phosphate,Dexamethasone acetate
DB15328,DB16098,0.812,Ubrogepant,Atogepant
DB16098,DB15328,0.812,Atogepant,Ubrogepant
DB15494,DB15873,0.858,Edotreotide gallium Ga-68,Copper oxodotreotide Cu-64
DB15873,DB15494,0.858,Copper oxodotreotide Cu-64,Edotreotide gallium Ga-68
